Type,AISC_Manual_Label,W,A,d,bf,tw,tf,b/t,h/tw,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J
WT,WT13.5X47,47.0,13.8,13.5,10.0,0.490,0.745,–,–,239,42.4,23.8,4.16,62.0,19.4,12.4,2.12,–,–,–,2.01
WT,WT13.5X42,42.0,12.4,13.4,10.0,0.460,0.640,–,–,216,39.2,21.9,4.18,52.8,16.6,10.6,2.07,–,–,–,1.40
WT,WT12X185,185,54.5,14.0,13.7,1.52,2.72,–,–,779,140,74.7,3.78,581,133,85.1,3.27,–,–,–,100
WT,WT12X167.5,167.5,49.1,13.8,13.5,1.38,2.48,–,–,686,123,66.3,3.73,513,119,75.9,3.23,–,–,–,75.6
WT,WT12X153,153,44.9,13.6,13.4,1.26,2.28,–,–,611,110,59.4,3.69,460,107,68.6,3.20,–,–,–,58.4
WT,WT12X139.5,139.5,41.0,13.4,13.3,1.16,2.09,–,–,546,98.8,53.6,3.65,412,96.3,61.9,3.17,–,–,–,45.1
WT,WT12X125,125,36.8,13.2,13.2,1.04,1.89,–,–,478,86.5,47.2,3.61,362,85.2,54.9,3.14,–,–,–,33.2
WT,WT12X114.5,114.5,33.6,13.0,13.1,0.960,1.73,–,–,431,78.1,42.9,3.58,326,77.0,49.7,3.11,–,–,–,25.5
WT,WT12X103.5,103.5,30.3,12.9,13.0,0.870,1.57,–,–,382,69.3,38.3,3.55,289,68.6,44.4,3.08,–,–,–,19.1
WT,WT12X96,96.0,28.2,12.7,13.0,0.810,1.46,–,–,350,63.5,35.2,3.53,265,63.1,40.9,3.07,–,–,–,15.3
WT,WT12X88,88.0,25.8,12.6,12.9,0.750,1.34,–,–,319,57.8,32.2,3.51,240,57.3,37.2,3.04,–,–,–,11.9
WT,WT12X81,81.0,23.9,12.5,13.0,0.705,1.22,–,–,293,53.3,29.9,3.50,221,52.6,34.2,3.05,–,–,–,9.22
WT,WT12X73,73.0,21.5,12.4,12.9,0.650,1.09,–,–,264,48.2,27.2,3.50,195,46.6,30.3,3.01,–,–,–,6.70
WT,WT12X65.5,65.5,19.3,12.2,12.9,0.605,0.960,–,–,238,43.9,24.8,3.52,170,40.7,26.5,2.97,–,–,–,4.74
WT,WT12X58.5,58.5,17.2,12.1,12.8,0.550,0.850,–,–,212,39.2,22.3,3.51,149,35.7,23.2,2.94,–,–,–,3.35
WT,WT12X52,52.0,15.3,12.0,12.8,0.500,0.750,–,–,189,35.1,20.0,3.51,130,31.2,20.3,2.91,–,–,–,2.35
WT,WT12X51.5,51.5,15.1,12.3,9.00,0.550,0.980,–,–,204,39.2,22.0,3.67,59.7,20.7,13.3,1.99,–,–,–,3.53
WT,WT12X47,47.0,13.8,12.2,9.07,0.515,0.875,–,–,186,36.1,20.3,3.67,54.5,18.7,12.0,1.98,–,–,–,2.62
WT,WT12X42,42.0,12.4,12.1,9.02,0.470,0.770,–,–,166,32.5,18.3,3.67,47.2,16.3,10.5,1.95,–,–,–,1.84
WT,WT12X38,38.0,11.2,12.0,8.99,0.440,0.680,–,–,151,30.1,16.9,3.68,41.3,14.3,9.18,1.92,–,–,–,1.34
WT,WT12X34,34.0,10.0,11.9,8.97,0.415,0.585,–,–,137,27.9,15.6,3.70,35.2,12.3,7.85,1.87,–,–,–,0.932
WT,WT12X31,31.0,9.11,11.9,7.04,0.430,0.590,–,–,131,28.4,15.6,3.79,17.2,7.85,4.90,1.38,–,–,–,0.850
WT,WT12X27.5,27.5,8.10,11.8,7.01,0.395,0.505,–,–,117,25.6,14.1,3.80,14.5,6.65,4.15,1.34,–,–,–,0.588
WT,WT10.5X137.5,137.5,40.9,12.1,12.9,1.22,2.19,–,–,420,86.3,45.7,3.20,394,95.1,61.1,3.10,–,–,–,53.5
WT,WT10.5X124,124,37.0,11.9,12.8,1.10,1.99,–,–,368,75.7,40.3,3.15,349,84.8,54.5,3.07,–,–,–,40.2
WT,WT10.5X111.5,111.5,33.2,11.7,12.7,1.00,1.79,–,–,324,66.7,35.9,3.12,307,74.9,48.3,3.04,–,–,–,29.6
WT,WT10.5X100.5,100.5,29.6,11.5,12.6,0.910,1.63,–,–,285,58.6,31.9,3.10,271,66.5,43.1,3.02,–,–,–,20.4
WT,WT10.5X91,91.0,26.8,11.4,12.5,0.830,1.48,–,–,253,52.1,28.5,3.07,241,59.5,38.6,3.00,–,–,–,15.3
WT,WT10.5X83,83.0,24.4,11.2,12.4,0.750,1.36,–,–,226,46.3,25.5,3.04,217,53.9,35.0,2.99,–,–,–,11.8
WT,WT10.5X73.5,73.5,21.6,11.0,12.5,0.720,1.15,–,–,204,42.4,23.7,3.08,188,46.3,30.0,2.95,–,–,–,7.69
WT,WT10.5X66,66.0,19.4,10.9,12.4,0.650,1.04,–,–,181,37.6,21.1,3.06,166,41.1,26.7,2.93,–,–,–,5.62
WT,WT10.5X61,61.0,17.9,10.8,12.4,0.600,0.960,–,–,166,34.3,19.3,3.04,152,37.8,24.6,2.91,–,–,–,4.47
WT,WT10.5X55.5,55.5,16.3,10.8,12.3,0.550,0.875,–,–,150,31.0,17.5,3.03,137,34.1,22.2,2.90,–,–,–,3.40
WT,WT10.5X50.5,50.5,14.9,10.7,12.3,0.500,0.800,–,–,135,27.9,15.8,3.01,124,30.8,20.2,2.89,–,–,–,2.60
WT,WT10.5X46.5,46.5,13.7,10.8,8.42,0.580,0.930,–,–,144,31.8,17.9,3.25,46.4,17.3,11.0,1.84,–,–,–,3.01
WT,WT10.5X41.5,41.5,12.2,10.7,8.36,0.515,0.835,–,–,127,28.0,15.7,3.22,40.7,15.2,9.74,1.83,–,–,–,2.16
WT,WT10.5X36.5,36.5,10.7,10.6,8.30,0.455,0.740,–,–,110,24.4,13.8,3.21,35.3,13.3,8.51,1.81,–,–,–,1.51
WT,WT10.5X34,34.0,10.0,10.6,8.27,0.430,0.685,–,–,103,22.9,12.9,3.20,32.4,12.2,7.83,1.80,–,–,–,1.22
WT,WT10.5X31,31.0,9.13,10.5,8.24,0.400,0.615,–,–,93.8,21.1,11.9,3.21,28.7,10.9,6.97,1.77,–,–,–,0.913
WT,WT10.5X27.5,27.5,8.10,10.4,8.22,0.375,0.522,–,–,84.4,19.4,10.9,3.23,24.2,9.18,5.89,1.73,–,–,–,0.617
WT,WT10.5X24,24.0,7.07,10.3,8.14,0.350,0.430,–,–,74.9,17.8,9.90,3.26,19.4,7.44,4.76,1.66,–,–,–,0.400
WT,WT10.5X28.5,28.5,8.37,10.5,6.56,0.405,0.650,–,–,90.4,21.2,11.8,3.29,15.3,7.40,4.67,1.35,–,–,–,0.884
WT,WT10.5X25,25.0,7.36,10.4,6.53,0.380,0.535,–,–,80.3,19.4,10.7,3.30,12.5,6.08,3.82,1.30,–,–,–,0.570
WT,WT10.5X22,22.0,6.49,10.3,6.50,0.350,0.450,–,–,71.1,17.6,9.68,3.31,10.3,5.07,3.18,1.26,–,–,–,0.383
WT,WT9X155.5,155.5,45.8,11.2,12.0,1.52,2.74,–,–,383,90.6,46.6,2.89,398,104,66.2,2.95,–,–,–,87.2
WT,WT9X141.5,141.5,41.7,10.9,11.9,1.40,2.50,–,–,337,80.2,41.5,2.85,352,92.5,59.2,2.91,–,–,–,66.5
WT,WT9X129,129,38.0,10.7,11.8,1.28,2.30,–,–,298,71.0,37.0,2.80,314,83.1,53.4,2.88,–,–,–,51.1
WT,WT9X117,117,34.3,10.5,11.7,1.16,2.11,–,–,261,62.4,32.7,2.75,279,74.4,47.9,2.85,–,–,–,39.1
WT,WT9X105.5,105.5,31.2,10.3,11.6,1.06,1.91,–,–,229,55.0,29.1,2.72,246,66.1,42.7,2.82,–,–,–,29.1
WT,WT9X96,96.0,28.1,10.2,11.5,0.960,1.75,–,–,202,48.5,25.8,2.68,220,59.4,38.4,2.79,–,–,–,22.3
WT,WT9X87.5,87.5,25.7,10.0,11.4,0.890,1.59,–,–,181,43.6,23.4,2.66,196,53.1,34.4,2.76,–,–,–,16.8
WT,WT9X79,79.0,23.2,9.86,11.3,0.810,1.44,–,–,160,38.5,20.8,2.63,174,47.4,30.7,2.74,–,–,–,12.5
WT,WT9X71.5,71.5,21.0,9.75,11.2,0.730,1.32,–,–,142,34.0,18.5,2.60,156,42.7,27.7,2.72,–,–,–,9.58
WT,WT9X65,65.0,19.2,9.63,11.2,0.670,1.20,–,–,127,30.5,16.7,2.58,139,38.3,24.9,2.70,–,–,–,7.23
WT,WT9X59.5,59.5,17.6,9.49,11.3,0.655,1.06,–,–,119,28.7,15.9,2.60,126,34.5,22.5,2.69,–,–,–,5.30
WT,WT9X53,53.0,15.6,9.37,11.2,0.590,0.940,–,–,104,25.2,14.1,2.59,110,30.2,19.7,2.66,–,–,–,3.73
WT,WT9X48.5,48.5,14.2,9.30,11.1,0.535,0.870,–,–,93.8,22.6,12.7,2.56,100,27.6,18.0,2.65,–,–,–,2.92
WT,WT9X43,43.0,12.7,9.20,11.1,0.480,0.770,–,–,82.4,19.9,11.2,2.55,87.6,24.2,15.8,2.63,–,–,–,2.04
WT,WT9X38,38.0,11.1,9.11,11.0,0.425,0.680,–,–,71.8,17.3,9.83,2.54,76.2,21.1,13.8,2.61,–,–,–,1.41
WT,WT9X35.5,35.5,10.4,9.24,7.64,0.495,0.810,–,–,78.2,20.0,11.2,2.74,30.1,12.3,7.89,1.70,–,–,–,1.74
WT,WT9X32.5,32.5,9.55,9.18,7.59,0.450,0.750,–,–,70.7,18.0,10.1,2.72,27.4,11.2,7.22,1.69,–,–,–,1.36
WT,WT9X30,30.0,8.82,9.12,7.56,0.415,0.695,–,–,64.7,16.5,9.29,2.71,25.0,10.3,6.63,1.68,–,–,–,1.08
WT,WT9X27.5,27.5,8.10,9.06,7.53,0.390,0.630,–,–,59.5,15.3,8.63,2.71,22.5,9.26,5.97,1.67,–,–,–,0.830
WT,WT9X25,25.0,7.34,9.00,7.50,0.355,0.570,–,–,53.5,13.8,7.79,2.70,20.0,8.28,5.35,1.65,–,–,–,0.619
WT,WT9X23,23.0,6.77,9.03,6.06,0.360,0.605,–,–,52.1,13.9,7.77,2.77,11.3,5.84,3.71,1.29,–,–,–,0.609
WT,WT9X20,20.0,5.88,8.95,6.02,0.315,0.525,–,–,44.8,12.0,6.73,2.76,9.55,4.97,3.17,1.27,–,–,–,0.404
WT,WT9X17.5,17.5,5.15,8.85,6.00,0.300,0.425,–,–,40.1,11.2,6.21,2.79,7.67,4.02,2.56,1.22,–,–,–,0.252
WT,WT8X50,50.0,14.7,8.49,10.4,0.585,0.985,–,–,76.8,20.7,11.4,2.28,93.1,27.4,17.9,2.51,–,–,–,3.85
WT,WT8X44.5,44.5,13.1,8.38,10.4,0.525,0.875,–,–,67.2,18.1,10.1,2.27,81.3,24.0,15.7,2.49,–,–,–,2.72
WT,WT8X38.5,38.5,11.3,8.26,10.3,0.455,0.760,–,–,56.9,15.3,8.59,2.24,69.2,20.5,13.4,2.47,–,–,–,1.78
WT,WT8X33.5,33.5,9.81,8.17,10.2,0.395,0.665,–,–,48.6,13.0,7.36,2.22,59.5,17.7,11.6,2.46,–,–,–,1.19
WT,WT8X28.5,28.5,8.39,8.22,7.12,0.430,0.715,–,–,48.7,13.8,7.77,2.41,21.6,9.42,6.06,1.60,–,–,–,1.10
WT,WT8X25,25.0,7.37,8.13,7.07,0.380,0.630,–,–,42.3,12.0,6.78,2.40,18.6,8.15,5.26,1.59,–,–,–,0.760
WT,WT8X22.5,22.5,6.63,8.07,7.04,0.345,0.565,–,–,37.8,10.8,6.10,2.39,16.4,7.22,4.67,1.57,–,–,–,0.555
WT,WT8X20,20.0,5.89,8.01,7.00,0.305,0.505,–,–,33.1,9.43,5.35,2.37,14.4,6.36,4.12,1.56,–,–,–,0.396
WT,WT8X18,18.0,5.29,7.93,6.99,0.295,0.430,–,–,30.6,8.93,5.05,2.41,12.2,5.42,3.50,1.52,–,–,–,0.272
WT,WT8X15.5,15.5,4.56,7.94,5.53,0.275,0.440,–,–,27.5,8.27,4.64,2.45,6.20,3.51,2.24,1.17,–,–,–,0.230
WT,WT8X13,13.0,3.84,7.85,5.50,0.250,0.345,–,–,23.5,7.36,4.09,2.47,4.79,2.73,1.74,1.12,–,–,–,0.130
WT,WT7X436.5,436.5,129,11.8,18.8,3.94,5.51,–,–,1040,281,131,2.84,3080,511,328,4.89,–,–,–,1110
WT,WT7X404,404,119,11.4,18.6,3.74,5.12,–,–,898,249,116,2.75,2770,465,298,4.82,–,–,–,898
WT,WT7X365,365,107,11.2,17.9,3.07,4.91,–,–,739,211,95.4,2.62,2360,408,264,4.69,–,–,–,714
WT,WT7X332.5,332.5,97.8,10.8,17.7,2.83,4.52,–,–,622,182,82.1,2.52,2080,365,236,4.62,–,–,–,555
WT,WT7X302.5,302.5,89.0,10.5,17.4,2.60,4.16,–,–,524,157,70.6,2.43,1840,326,211,4.55,–,–,–,430
WT,WT7X275,275,80.9,10.1,17.2,2.38,3.82,–,–,442,136,60.9,2.34,1630,292,189,4.49,–,–,–,331
WT,WT7X250,250,73.5,9.80,17.0,2.19,3.50,–,–,375,117,52.7,2.26,1440,261,169,4.43,–,–,–,254
WT,WT7X227.5,227.5,66.9,9.51,16.8,2.02,3.21,–,–,321,102,45.9,2.19,1280,234,152,4.38,–,–,–,196
WT,WT7X213,213,62.7,9.34,16.7,1.88,3.04,–,–,287,91.7,41.4,2.14,1180,217,141,4.34,–,–,–,164
WT,WT7X199,199,58.4,9.15,16.6,1.77,2.85,–,–,257,82.9,37.6,2.10,1090,201,131,4.31,–,–,–,135
WT,WT7X185,185,54.4,8.96,16.5,1.66,2.66,–,–,229,74.4,33.9,2.05,994,185,121,4.27,–,–,–,110
WT,WT7X171,171,50.3,8.77,16.4,1.54,2.47,–,–,203,66.2,30.4,2.01,903,169,110,4.24,–,–,–,88.3
WT,WT7X155.5,155.5,45.7,8.56,16.2,1.41,2.26,–,–,176,57.7,26.7,1.96,807,152,99.4,4.20,–,–,–,67.5
WT,WT7X141.5,141.5,41.6,8.37,16.1,1.29,2.07,–,–,153,50.4,23.5,1.92,722,137,89.7,4.17,–,–,–,51.8
WT,WT7X128.5,128.5,37.8,8.19,16.0,1.18,1.89,–,–,133,43.9,20.7,1.88,645,123,80.7,4.13,–,–,–,39.3
WT,WT7X116.5,116.5,34.2,8.02,15.9,1.07,1.72,–,–,116,38.2,18.2,1.84,576,110,72.5,4.10,–,–,–,29.6
WT,WT7X105.5,105.5,31.0,7.86,15.8,0.980,1.56,–,–,102,33.4,16.2,1.81,513,98.9,65.0,4.07,–,–,–,22.2
WT,WT7X96.5,96.5,28.4,7.74,15.7,0.890,1.44,–,–,89.8,29.4,14.4,1.78,466,90.1,59.3,4.05,–,–,–,17.3
WT,WT7X88,88.0,25.9,7.61,15.7,0.830,1.31,–,–,80.5,26.3,13.0,1.76,419,81.3,53.5,4.02,–,–,–,13.2
WT,WT7X79.5,79.5,23.4,7.49,15.6,0.745,1.19,–,–,70.2,22.8,11.4,1.73,374,73.0,48.1,4.00,–,–,–,9.84
WT,WT7X72.5,72.5,21.3,7.39,15.5,0.680,1.09,–,–,62.5,20.2,10.2,1.71,338,66.2,43.7,3.98,–,–,–,7.56
WT,WT7X66,66.0,19.4,7.33,14.7,0.645,1.03,–,–,57.8,18.6,9.57,1.73,274,56.5,37.2,3.76,–,–,–,6.13
WT,WT7X60,60.0,17.7,7.24,14.7,0.590,0.940,–,–,51.7,16.5,8.61,1.71,247,51.2,33.7,3.74,–,–,–,4.67
WT,WT7X54.5,54.5,16.0,7.16,14.6,0.525,0.860,–,–,45.3,14.4,7.56,1.68,223,46.3,30.6,3.73,–,–,–,3.55
WT,WT7X49.5,49.5,14.6,7.08,14.6,0.485,0.780,–,–,40.9,12.9,6.88,1.67,201,41.8,27.6,3.71,–,–,–,2.68
WT,WT7X45,45.0,13.2,7.01,14.5,0.440,0.710,–,–,36.5,11.5,6.16,1.66,181,37.8,25.0,3.70,–,–,–,2.03
WT,WT7X41,41.0,12.0,7.16,10.1,0.510,0.855,–,–,41.2,13.2,7.14,1.85,74.1,22.4,14.6,2.48,–,–,–,2.53
WT,WT7X37,37.0,10.9,7.09,10.1,0.450,0.785,–,–,36.0,11.5,6.25,1.82,66.9,20.2,13.3,2.48,–,–,–,1.93
WT,WT7X34,34.0,10.0,7.02,10.0,0.415,0.720,–,–,32.6,10.4,5.69,1.81,60.7,18.4,12.1,2.46,–,–,–,1.50
WT,WT7X30.5,30.5,8.96,6.95,10.0,0.375,0.645,–,–,28.9,9.15,5.07,1.80,53.7,16.4,10.7,2.45,–,–,–,1.09
WT,WT7X26.5,26.5,7.80,6.96,8.06,0.370,0.660,–,–,27.6,8.87,4.94,1.88,28.8,11.0,7.15,1.92,–,–,–,0.967
WT,WT7X24,24.0,7.07,6.90,8.03,0.340,0.595,–,–,24.9,8.00,4.49,1.88,25.7,9.80,6.40,1.91,–,–,–,0.723
WT,WT7X21.5,21.5,6.31,6.83,8.00,0.305,0.530,–,–,21.9,7.05,3.98,1.86,22.6,8.64,5.65,1.89,–,–,–,0.522
WT,WT7X19,19.0,5.58,7.05,6.77,0.310,0.515,–,–,23.3,7.45,4.22,2.04,13.3,6.07,3.94,1.55,–,–,–,0.398
WT,WT7X17,17.0,5.00,6.99,6.75,0.285,0.455,–,–,20.9,6.74,3.83,2.04,11.6,5.32,3.45,1.53,–,–,–,0.284
WT,WT7X15,15.0,4.42,6.92,6.73,0.270,0.385,–,–,19.0,6.25,3.55,2.07,9.79,4.49,2.91,1.49,–,–,–,0.190
WT,WT7X13,13.0,3.85,6.96,5.03,0.255,0.420,–,–,17.3,5.89,3.31,2.12,4.45,2.76,1.77,1.08,–,–,–,0.179
WT,WT7X11,11.0,3.25,6.87,5.00,0.230,0.335,–,–,14.8,5.20,2.91,2.14,3.50,2.19,1.40,1.04,–,–,–,0.104
WT,WT6X168,168,49.5,8.41,13.4,1.78,2.96,–,–,190,68.4,31.2,1.96,593,137,88.6,3.47,–,–,–,120
WT,WT6X152.5,152.5,44.7,8.16,13.2,1.63,2.71,–,–,162,59.1,27.0,1.90,525,122,79.3,3.42,–,–,–,92.0
WT,WT6X139.5,139.5,41.0,7.93,13.1,1.53,2.47,–,–,141,51.9,24.1,1.86,469,110,71.3,3.38,–,–,–,70.9
WT,WT6X126,126,37.1,7.71,13.0,1.40,2.25,–,–,121,44.8,20.9,1.81,414,97.9,63.6,3.34,–,–,–,53.5
WT,WT6X115,115,33.8,7.53,12.9,1.29,2.07,–,–,106,39.4,18.5,1.77,371,88.4,57.5,3.31,–,–,–,41.6
WT,WT6X105,105,30.9,7.36,12.8,1.18,1.90,–,–,92.1,34.5,16.4,1.73,332,79.7,51.9,3.28,–,–,–,32.1
WT,WT6X95,95.0,28.0,7.19,12.7,1.06,1.74,–,–,79.0,29.8,14.2,1.68,295,71.2,46.5,3.25,–,–,–,24.3
WT,WT6X85,85.0,25.0,7.02,12.6,0.960,1.56,–,–,67.8,25.6,12.3,1.65,259,62.9,41.2,3.22,–,–,–,17.7
WT,WT6X76,76.0,22.4,6.86,12.5,0.870,1.40,–,–,58.5,22.0,10.8,1.62,227,55.6,36.4,3.19,–,–,–,12.8
WT,WT6X68,68.0,20.0,6.71,12.4,0.790,1.25,–,–,50.6,19.0,9.46,1.59,199,48.9,32.1,3.16,–,–,–,9.21
WT,WT6X60,60.0,17.6,6.56,12.3,0.710,1.11,–,–,43.4,16.2,8.22,1.57,172,42.7,28.0,3.13,–,–,–,6.42
WT,WT6X53,53.0,15.6,6.45,12.2,0.610,0.990,–,–,36.3,13.6,6.92,1.53,151,37.5,24.7,3.11,–,–,–,4.55
WT,WT6X48,48.0,14.1,6.36,12.2,0.550,0.900,–,–,32.0,11.9,6.12,1.51,135,33.7,22.2,3.09,–,–,–,3.42
WT,WT6X43.5,43.5,12.8,6.27,12.1,0.515,0.810,–,–,28.9,10.7,5.60,1.50,120,30.2,19.9,3.07,–,–,–,2.54
WT,WT6X39.5,39.5,11.6,6.19,12.1,0.470,0.735,–,–,25.8,9.49,5.03,1.49,108,27.1,17.9,3.05,–,–,–,1.91
WT,WT6X36,36.0,10.6,6.13,12.0,0.430,0.670,–,–,23.2,8.48,4.54,1.48,97.5,24.6,16.2,3.04,–,–,–,1.46
WT,WT6X32.5,32.5,9.54,6.06,12.0,0.390,0.605,–,–,20.6,7.50,4.06,1.47,87.2,22.0,14.5,3.02,–,–,–,1.09
WT,WT6X29,29.0,8.52,6.10,10.0,0.360,0.640,–,–,19.1,6.97,3.76,1.50,53.5,16.2,10.7,2.51,–,–,–,1.05
WT,WT6X26.5,26.5,7.78,6.03,10.0,0.345,0.575,–,–,17.7,6.46,3.54,1.51,47.9,14.5,9.58,2.48,–,–,–,0.788
WT,WT6X25,25.0,7.30,6.10,8.08,0.370,0.640,–,–,18.7,6.88,3.79,1.60,28.2,10.6,6.97,1.96,–,–,–,0.855
WT,WT6X22.5,22.5,6.56,6.03,8.05,0.335,0.575,–,–,16.6,6.10,3.39,1.59,25.0,9.47,6.21,1.95,–,–,–,0.627
WT,WT6X20,20.0,5.84,5.97,8.01,0.295,0.515,–,–,14.4,5.28,2.95,1.57,22.0,8.38,5.50,1.94,–,–,–,0.452
WT,WT6X17.5,17.5,5.17,6.25,6.56,0.300,0.520,–,–,16.0,5.71,3.23,1.76,12.2,5.73,3.73,1.54,–,–,–,0.369
WT,WT6X15,15.0,4.40,6.17,6.52,0.260,0.440,–,–,13.5,4.83,2.75,1.75,10.2,4.78,3.12,1.52,–,–,–,0.228
WT,WT6X13,13.0,3.82,6.11,6.49,0.230,0.380,–,–,11.7,4.20,2.40,1.75,8.66,4.08,2.67,1.51,–,–,–,0.150
WT,WT6X11,11.0,3.24,6.16,4.03,0.260,0.425,–,–,11.7,4.63,2.59,1.90,2.33,1.83,1.15,0.847,–,–,–,0.146
WT,WT6X9.5,9.50,2.79,6.08,4.01,0.235,0.350,–,–,10.1,4.11,2.28,1.90,1.88,1.49,0.939,0.821,–,–,–,0.0899
WT,WT6X8,8.00,2.36,6.00,3.99,0.220,0.265,–,–,8.70,3.72,2.04,1.92,1.41,1.13,0.706,0.773,–,–,–,0.0511
WT,WT6X7,7.00,2.08,5.96,3.97,0.200,0.225,–,–,7.67,3.32,1.83,1.92,1.18,0.947,0.593,0.753,–,–,–,0.0350
WT,WT5X56,56.0,16.5,5.68,10.4,0.755,1.25,–,–,28.6,13.4,6.40,1.32,118,34.6,22.6,2.67,–,–,–,7.50
WT,WT5X50,50.0,14.7,5.55,10.3,0.680,1.12,–,–,24.5,11.4,5.56,1.29,103,30.5,20.0,2.65,–,–,–,5.41
WT,WT5X44,44.0,13.0,5.42,10.3,0.605,0.990,–,–,20.8,9.65,4.77,1.27,89.3,26.5,17.4,2.63,–,–,–,3.75
WT,WT5X38.5,38.5,11.3,5.30,10.2,0.530,0.870,–,–,17.4,8.06,4.05,1.24,76.8,22.9,15.1,2.60,–,–,–,2.55
WT,WT5X34,34.0,10.0,5.20,10.1,0.470,0.770,–,–,14.9,6.85,3.49,1.22,66.7,20.0,13.2,2.58,–,–,–,1.78
WT,WT5X30,30.0,8.84,5.11,10.1,0.420,0.680,–,–,12.9,5.87,3.04,1.21,58.1,17.5,11.5,2.57,–,–,–,1.23
WT,WT5X27,27.0,7.90,5.05,10.0,0.370,0.615,–,–,11.1,5.05,2.64,1.19,51.7,15.6,10.3,2.56,–,–,–,0.909
WT,WT5X24.5,24.5,7.21,4.99,10.0,0.340,0.560,–,–,10.0,4.52,2.39,1.18,46.7,14.1,9.34,2.54,–,–,–,0.693
WT,WT5X22.5,22.5,6.63,5.05,8.02,0.350,0.620,–,–,10.2,4.65,2.47,1.24,26.7,10.1,6.65,2.01,–,–,–,0.753
WT,WT5X19.5,19.5,5.73,4.96,7.99,0.315,0.530,–,–,8.84,3.99,2.16,1.24,22.5,8.57,5.64,1.98,–,–,–,0.487
WT,WT5X16.5,16.5,4.85,4.87,7.96,0.290,0.435,–,–,7.71,3.48,1.93,1.26,18.3,7.00,4.60,1.94,–,–,–,0.291
WT,WT5X15,15.0,4.42,5.24,5.81,0.300,0.510,–,–,9.28,4.01,2.24,1.45,8.35,4.41,2.87,1.37,–,–,–,0.310
WT,WT5X13,13.0,3.81,5.17,5.77,0.260,0.440,–,–,7.86,3.39,1.91,1.44,7.05,3.75,2.44,1.36,–,–,–,0.201
WT,WT5X11,11.0,3.24,5.09,5.75,0.240,0.360,–,–,6.88,3.02,1.72,1.46,5.71,3.05,1.99,1.33,–,–,–,0.119
WT,WT5X9.5,9.50,2.81,5.12,4.02,0.250,0.395,–,–,6.68,3.10,1.74,1.54,2.15,1.67,1.07,0.874,–,–,–,0.116
WT,WT5X8.5,8.50,2.50,5.06,4.01,0.240,0.330,–,–,6.06,2.90,1.62,1.56,1.78,1.40,0.887,0.844,–,–,–,0.0776
WT,WT5X7.5,7.50,2.21,5.00,4.00,0.230,0.270,–,–,5.45,2.71,1.50,1.57,1.45,1.15,0.723,0.810,–,–,–,0.0518
WT,WT5X6,6.00,1.77,4.94,3.96,0.190,0.210,–,–,4.35,2.20,1.22,1.57,1.09,0.869,0.551,0.785,–,–,–,0.0272
WT,WT4X33.5,33.5,9.84,4.50,8.28,0.570,0.935,–,–,10.9,6.29,3.05,1.05,44.3,16.3,10.7,2.12,–,–,–,2.51
WT,WT4X29,29.0,8.54,4.38,8.22,0.510,0.810,–,–,9.12,5.25,2.61,1.03,37.5,13.9,9.13,2.10,–,–,–,1.66
WT,WT4X24,24.0,7.05,4.25,8.11,0.400,0.685,–,–,6.85,3.94,1.97,0.986,30.5,11.4,7.51,2.08,–,–,–,0.977
WT,WT4X20,20.0,5.87,4.13,8.07,0.360,0.560,–,–,5.73,3.25,1.69,0.988,24.5,9.24,6.08,2.04,–,–,–,0.558
WT,WT4X17.5,17.5,5.14,4.06,8.02,0.310,0.495,–,–,4.82,2.71,1.43,0.968,21.3,8.05,5.31,2.03,–,–,–,0.384
WT,WT4X15.5,15.5,4.56,4.00,8.00,0.285,0.435,–,–,4.28,2.39,1.28,0.969,18.5,7.03,4.64,2.02,–,–,–,0.267
WT,WT4X14,14.0,4.12,4.03,6.54,0.285,0.465,–,–,4.23,2.38,1.28,1.01,10.8,5.04,3.31,1.62,–,–,–,0.268
WT,WT4X12,12.0,3.54,3.97,6.50,0.245,0.400,–,–,3.53,1.98,1.08,0.999,9.14,4.28,2.81,1.61,–,–,–,0.173
WT,WT4X10.5,10.5,3.08,4.14,5.27,0.250,0.400,–,–,3.90,2.11,1.18,1.12,4.88,2.84,1.85,1.26,–,–,–,0.141
WT,WT4X9,9.00,2.63,4.07,5.25,0.230,0.330,–,–,3.41,1.86,1.05,1.14,3.98,2.33,1.52,1.23,–,–,–,0.0855
WT,WT4X7.5,7.50,2.22,4.06,4.02,0.245,0.315,–,–,3.28,1.91,1.07,1.22,1.70,1.33,0.849,0.876,–,–,–,0.0679
WT,WT4X6.5,6.50,1.92,4.00,4.00,0.230,0.255,–,–,2.89,1.74,0.974,1.23,1.36,1.07,0.682,0.843,–,–,–,0.0433
WT,WT4X5,5.00,1.48,3.95,3.94,0.170,0.205,–,–,2.15,1.27,0.717,1.20,1.05,0.826,0.531,0.840,–,–,–,0.0212
WT,WT3X12.5,12.5,3.67,3.19,6.08,0.320,0.455,–,–,2.29,1.68,0.886,0.789,8.53,4.28,2.81,1.52,–,–,–,0.229
WT,WT3X10,10.0,2.94,3.10,6.02,0.260,0.365,–,–,1.76,1.29,0.693,0.774,6.64,3.36,2.21,1.50,–,–,–,0.120
WT,WT3X7.5,7.50,2.21,3.00,5.99,0.230,0.260,–,–,1.41,1.03,0.577,0.797,4.66,2.37,1.56,1.45,–,–,–,0.0504
